Document_title,Stop number,BOL_Number,BOL_Key,Origin_Address,O_A_Key,Origin_Zip,Origin_City,Origin_State,Origin_Country,Weight_label,Weight,Dest_Address,D_A_Key,Dest_Zip,Dest_City,Dest_State,Dest_Country,B_T_Key,Bill_To_Address,Bill_To_Zip,Bill_To_City,Bill_To_State,Bill_To_Country,Pickup_Date,Delivery_Date
BaseTender-2163530,0,2163530,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KAGOME INC-LOS BANOS 333 Johnson Rd Los Banos, CA 93635",Destination,93635,LOS BANOS,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/18/2023,7/19/2023
BaseTender-2163721,0,2163721,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,41218,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/29/2023,6/30/2023
BaseTender-2163853,0,2163853,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-RANCHO CORDOVA 11350 Sunrise Park Rancho Cordova, CA 95742",Destination,95742,RANCHO CORDOVA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/2/2023,7/3/2023
BaseTender-2163854,0,2163854,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-RANCHO CORDOVA 11350 Sunrise Park Rancho Cordova, CA 95742",Destination,95742,RANCHO CORDOVA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/27/2023,6/28/2023
BaseTender-2163998,0,2163998,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK/KRISPY KREME-SEATTLE 5958 1st Ave S Seattle, WA 98108",Destination,98108,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/28/2023,6/29/2023
BaseTender-2164241,0,2164241,REF,"Amalgamated Sugar-Brighton 701 North Main Street Brighton, CO 80601",Origin,80601,BRIGHTON,CO,USA,Weight,43775,"KROGER IND/DENVER 10241 E 51st Ave Denver, CO 80239",Destination,80239,DENVER,CO,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/3/2023,7/3/2023
BaseTender-2164254,0,2164254,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,41595,"KROGER-LAYTON/SMITH'S (RETAIL) 500 N Sugar St Layton, UT 84041",Destination,84041,ST LAYTON,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/3/2023,7/3/2023
BaseTender-2164299,0,2164299,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42670,"ALBERTSONS-IRVINE 9300 Toledo Way Irvine, CA 92718",Destination,92718,IRVINE,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/5/2023,7/7/2023
BaseTender-2164300,0,2164300,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43405.99,"ALBERTSONS-IRVINE 9300 Toledo Way Irvine, CA 92718",Destination,92718,IRVINE,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/5/2023,7/7/2023
BaseTender-2164315,0,2164315,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND-LA HABRA 850 S Cypress St Leslie St Entrance La Habra, CA 90631",Destination,90631,LA HABRA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/11/2023,7/13/2023
BaseTender-2164344,0,2164344,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND/VERACITY-CLEARFIELD FREEPORT CENTER bldg E7 Clearfield, UT 84016",Destination,84016,CLEARFIELD,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/10/2023,7/11/2023
BaseTender-2164345,0,2164345,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND/VERACITY-CLEARFIELD FREEPORT CENTER bldg E7 Clearfield, UT 84016",Destination,84016,CLEARFIELD,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/12/2023,7/13/2023
BaseTender-2164577,0,2164577,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/1/2023,8/1/2023
BaseTender-2164578,0,2164578,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/7/2023,8/7/2023
BaseTender-2164579,0,2164579,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/9/2023,8/9/2023
BaseTender-2164580,0,2164580,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/10/2023,8/10/2023
BaseTender-2164581,0,2164581,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/14/2023,8/14/2023
BaseTender-2164582,0,2164582,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/15/2023,8/15/2023
BaseTender-2164583,0,2164583,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/17/2023,8/17/2023
BaseTender-2164584,0,2164584,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/22/2023,8/22/2023
BaseTender-2164585,0,2164585,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/24/2023,8/24/2023
BaseTender-2164586,0,2164586,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/28/2023,8/28/2023
BaseTender-2164587,0,2164587,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/31/2023,8/31/2023
BaseTender-2164588,0,2164588,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/11/2023,7/11/2023
BaseTender-2164589,0,2164589,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/12/2023,7/12/2023
BaseTender-2164590,0,2164590,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/13/2023,7/13/2023
BaseTender-2164591,0,2164591,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/14/2023,7/14/2023
BaseTender-2164592,0,2164592,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/18/2023,7/18/2023
BaseTender-2164593,0,2164593,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/19/2023,7/19/2023
BaseTender-2164594,0,2164594,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/20/2023,7/20/2023
BaseTender-2164595,0,2164595,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/21/2023,7/21/2023
BaseTender-2164596,0,2164596,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/25/2023,7/25/2023
BaseTender-2164597,0,2164597,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/26/2023,7/26/2023
BaseTender-2164598,0,2164598,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/27/2023,7/27/2023
BaseTender-2164786,0,2164786,REF,"Amalgamated Sugar-Brighton 701 North Main Street Brighton, CO 80601",Origin,80601,BRIGHTON,CO,USA,Weight,42602.5,"TOPCO/AFFILIATED FOODS-AMARILL 1401 W Farmers Ave Amarillo, TX 79118",Destination,79118,AMARILLO,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/29/2023,6/30/2023
BaseTender-2164914,0,2164914,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42900,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/2/2023,7/3/2023
BaseTender-2165074,0,2165074,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"WAWONA FROZEN FOODS-FRESNO 2202 S Cedar Fresno, CA 93725",Destination,93725,FRESNO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/5/2023,7/7/2023
BaseTender-2165075,0,2165075,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"WAWONA FROZEN FOODS-FRESNO 2202 S Cedar Fresno, CA 93725",Destination,93725,FRESNO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/10/2023,7/12/2023
BaseTender-2165144,0,2165144,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,43775,"DAWN FOOD PRODUCTS-SLC 1136 S3600 W Ste 600 Salt Lake City, UT 84104",Destination,84104,SALT LAKE CITY,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/25/2023,7/26/2023
BaseTender-2165440,0,2165440,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,41350,"SAFEWAY RETAIL/NORCAL-TRACY 16900 West Schulte Rd Tracy, CA 95304",Destination,95304,TRACY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/6/2023,7/7/2023
BaseTender-SN221523,0,SN221523,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43745,"PERFECT 85 DEGREES C-BREA 1415 Moonstone Brea, CA 92821",Destination,92821,BREA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/8/2023,6/8/2023
BaseTender-SN223179,0,SN223179,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43452,"SAFEWAY STORES RETAIL-AUBURN 3520 Pacific Ave Auburn, WA 98001",Destination,98001,AUBURN,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/25/2023,6/26/2023
BaseTender-SN223706,0,SN223706,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42900,"SAFEWAY STORES RETAIL-AUBURN 3520 Pacific Ave Auburn, WA 98001",Destination,98001,AUBURN,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/28/2023,6/29/2023
Breentag - 1376282,0,859373806,UFLNUM,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Pickup,32824,ORLANDO,FL,USA,Weight,41740,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/19/2023,5/19/2023
Breentag 1379430,0,859604233,UFLNUM,07-00071 BMS TAMPA (S) 3520 E ADAMO DR TAMPA FL 33605 USA,Pickup,33605,TAMPA,FL,USA,Weight,42365,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/24/2023,5/24/2023
Breentag 1380090,0,859640288,UFLNUM,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Pickup,32824,ORLANDO,FL,USA,Weight,41033.2,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,5/24/2023,5/24/2023
brenntag 860534260,0,860534260,UFLNUM,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Pickup,32824,ORLANDO,FL,USA,Weight,42664,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/8/2023,6/8/2023
Brenntag 860563571,0,860563571,UFLNUM,07-00005 BMS CLEARWATER (S) 1575 SUNSHINE DR CLEARWATER FL 33765 USA,Pickup,33765,CLEARWATER,FL,USA,Weight,44595.2,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/8/2023,6/8/2023
BRENNTAG TENDER 1399867,0,860827877,UFLNUM,07-00052 BMS ORLANDO (S) 250 CENTRAL FLORIDA PKWY ORLANDO FL 32824 USA,Pickup,32824,ORLANDO,FL,USA,Weight,43740,07-00043 BMS MIAMI (S) 8700 NW 36TH AVE MIAMI FL 33147 USA,Dropoff,33147,MIAMI,FL,USA,Bill To,"Brenntag Mid-South 1405 Highway 136 W Henderson, KY 42420, USA",42420,HENDERSON,KY,USA,6/13/2023,6/13/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612255 ,1,L612255,LOADID,125 THREET INDUSTRIAL BLVD,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,3665,11994 Livingston Road,ADDRESS,20109,MANASSAS,VA,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/13/2023,6/14/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612255 ,2,L612255,LOADID,11994 Livingston Road,ADDRESS,20109,MANASSAS,VA,USA,TOTAL WT,25293,8000 Dorsey Run Road,ADDRESS,20794,JESSUP,MD,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/14/2023,6/15/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612255 ,3,L612255,LOADID,8000 Dorsey Run Road,ADDRESS,20794,JESSUP,MD,USA,TOTAL WT,56,33239 Costen Road,ADDRESS,21851,POCOMOKE,MD,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/15/2023,6/15/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612262 (1) ,1,L612262,LOADID,125 THREET INDUSTRIAL BLVD,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,1066,2699 Highwood Blvd,ADDRESS,37167,SMYRNA,TN,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/12/2023,6/12/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612262 (1) ,2,L612262,LOADID,2699 Highwood Blvd,ADDRESS,37167,SMYRNA,TN,USA,TOTAL WT,12574,1200 Hoover Avenue,ADDRESS,18109,ALLENTOWN,PA,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/12/2023,6/14/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612262 (1) ,3,L612262,LOADID,1200 Hoover Avenue,ADDRESS,18109,ALLENTOWN,PA,USA,TOTAL WT,15088,1051 Amboy Avenue,ADDRESS,8861,PERTH AMBOY,NJ,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/14/2023,6/14/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612262 (1) ,4,L612262,LOADID,1051 Amboy Avenue,ADDRESS,8861,PERTH AMBOY,NJ,USA,TOTAL WT,3616,1 IKEA Drive,ADDRESS,7201,ELIZABETH,NJ,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/14/2023,6/15/2023
CARRIER_RATE_CONFIRMATION_TENDER.zip-L612262 (1) ,5,L612262,LOADID,1 IKEA Drive,ADDRESS,7201,ELIZABETH,NJ,USA,TOTAL WT,1072,20 Theodore Conrad Drive,ADDRESS,7305,JERSEY CITY,NJ,USA,ADDRESS,P.O Box 6097,27802,ROCKY MOUNT,NC,USA,6/15/2023,6/15/2023
Confirmation Delta Circle Logistics.  220-15980-22,0,220-15980-22,OMEGAJOBNUM,"Delta Crossings 5415 Theresa Drive Sherman, TX 75090",PICK - UP ADDRESS,75090,SHERMAN,TX,USA,@,46000,"Diamond K 7001 Joe Fulton Corridor Corpus Christi, TX",DELIVER TO,78409,CORPUS CHRISTI,TX,USA,,"7304 NE St. Johns Rd. * P.O. Box 65369 Vancouver, WA 98665",98665,VANCOUVER,WA,USA,6/8/2023,6/9/2023
CPWM Tender,1,2306210077,LOADID,"HAKUBAKU C/O NIPPON EXPRESS 1901 W PACIFIC COAST HIGHWAY LONG BEACH, CA 90810",Pickup 1,90810,LONG BEACH,CA,USA,Weight,2640,"WALONG MARKETING INC 6281 REGIO AVENUE BUENA PARK, CA 90620",Pickup 2,90620,BUENA PARK,CA,USA,FROM,"World Market 1201 Marina Village Parkway Alameda, CA 94501",94501,ALAMEDA,CA,USA,6/28/2023,6/28/2023
